session_id,user_id,cart_size_eur,num_items,payment_page_accessed_at,expanded_payment_methods
4b9d4d2d986c1ad714ea369f913f40f2,8c2d13f0f41593c6406d7938dc64c3cc,38.64348784755836,3,2022-08-07 15:46:09.132426,False
907bcc4061f56a14bfdff8a35da979d2,75b35f3e162d73cd35e3cd38904873ff,35.96226046434397,2,2022-08-22 23:06:53.746294,False
22eb2312aa393574b90c677a7c289d8d,4e9edb2b93134e4dbbff69ee307ac682,37.8171417913273,5,2022-07-05 10:25:11.354215,False
2a3fd1434c9b9e0483d29f7a11eceb82,ce75c88a356520973805c78000ed4e66,47.03869466714811,5,2022-08-08 23:37:06.519296,False
a56fec53b881847bd87decdd27ebc6d4,40c60866e5f0cdc06be612f96286f563,110.62642513079787,4,2022-08-10 04:08:40.261066,False
34b17009330ba1a01d898cd0c6b4055c,fc18a8aadbf274936a722d11685bc2df,38.32508050629166,2,2022-07-22 06:15:51.086592,False
a176bc3eb6ff221a2b521fca6196401c,aea8075e80c67bce488bd17978b389d7,57.54239242756234,1,2022-07-01 16:00:06.078243,False
479f3e1f3d565a2a879b74051d4f35cb,34c0b10feec9641adec7e2837c8e09fb,39.03168649091161,5,2022-06-29 18:21:20.144127,False
0fc3a419842349d39ac9d3f0682b5677,945d7ce386f2a12372bbc7c418e4157a,71.78683766567327,3,2022-08-06 00:19:38.495893,False
30dd2f0ccd5a984f3d530ffd9df5072d,fcfb42cf31653f009365f7a1f1b69e35,33.030293310976845,3,2022-07-03 22:36:10.227344,False
786df8a366788576e5cd3b001dcb871d,783b4f6c7fdc8b66a10f6dd9f74dc6ce,53.55528429758925,1,2022-07-11 21:49:29.935132,False
f21a9ad02c598c35614ac49998190d52,8c64cad0de9078f87e1f958f0ac54acf,58.714274565223576,1,2022-07-08 09:35:29.837007,False
1005be82c2246a32e478142156dcf043,6773a5b10116a7d7114a440133bef7bd,85.45018004776787,2,2022-07-20 06:24:25.814105,False
ad2a12fa7f9155b525a6637a2b90ea6f,ad45bc673f43c0e1d84a3dfba5c019f7,49.1041247589596,4,2022-08-14 09:01:20.606992,False
eaf4fca189605ac20be242fa2a27db01,76422da1484c2ae00670d7017cde0672,48.758384621886684,3,2022-07-28 21:13:28.211394,False
9628fd178028281176e83e2e241de9b2,fa6c9fbec487b27e782bee4748c4a462,72.25701120964489,5,2022-07-24 08:19:53.830882,False
e7d70ce67dbe3b1d342fae96bc22fdf1,12cfcab3e116f7b81bdc21cfb5a8c3a9,48.277549459684934,2,2022-08-01 01:26:10.066426,False
fe754ac416a86104d6b6fcace82af0c0,3bd4e73aea3ffcbd98c7c2ee323dc901,63.728435671637946,4,2022-08-26 13:25:43.926486,False
ad7b07c2ff6f6b59e42c34a0224bc9da,97e88b2dee6372d0ae3bbdf6c973bb91,59.65387414136238,4,2022-08-30 13:18:46.408954,False
5494bcc369e74692465839622fa1a345,cc874c2c7d45aee9cd5a318716891e52,16.98393951086446,2,2022-07-29 03:02:17.377495,False
267c54169f843631fb157940783e5af0,e5fe26f77c9938a4150826747f6b5da9,62.99210595050843,4,2022-08-15 08:04:26.194323,True
2617546f691b96cb193b552853f9d673,9d4d6f2776f3fb30ed8852c11dfebbe7,73.65380371941332,2,2022-08-15 20:03:18.431109,False
aab22e142ae93ca64bebb6eebeda8b93,8e638824964e08a16396878ca6da543e,42.46333885000348,5,2022-06-30 05:30:43.299280,False
9435599348f75fdfb518b3c25b75413d,9018bc4f1576cc87aaf881959f925312,107.4403524200446,1,2022-08-27 21:34:08.716058,False
6231ba4631cfaf68bb26256302e96e45,ff0c42511b6596f8f4adfa234b18889b,52.57869217768974,2,2022-08-05 02:34:30.337997,False
8b971a476bf45d4d0cee70bce94b3f81,ab2ab5e5721effdcfd0c4ab472cbf8ce,33.33715493649588,2,2022-07-03 09:03:08.173510,False
7a8ab939291916039473d2b16aca84d6,362428a839b7af0eb045ef4ba5d3cd44,48.74926206712976,1,2022-06-28 09:27:01.939379,False
a08a5b3549e1c7d39ba2b38c808556f2,96b0d91f66cc7aab9f229c32cf04b491,44.27306671112387,3,2022-08-31 20:32:29.763223,False
c3aee2332aaa68730d20e3e94f182ccb,3896413c038206592cf3bee1eb5ff84a,62.4752463441488,3,2022-07-02 08:22:16.261472,True
bb4bcd344f9d46817aea1b8cf22e303c,f5219c1c770b5facedc288ed0a5d7f3f,43.826018666208796,5,2022-08-16 06:41:25.170558,False
ae3f897d9c4fc2e5ece7fc34c5d9c3dc,acc576efa161216384226bd4f8052eb3,44.481821746769256,1,2022-07-05 18:29:10.513869,False
51f4bd37502fa14f5f47a1ef43e6bd90,258c4e50b5464ae3965dd1fbf4bff12c,65.12415594126254,1,2022-08-22 18:15:49.027907,False
21eebf586dd76f26dc378af1dd21de4a,712e776510c1fb96b58f9506b51e152c,60.60719420336316,3,2022-07-10 21:49:42.157275,False
60f771a228454f4111c4d641fd3e7b63,d43cc70c74bdd4b4724889ac57960e4e,79.85308085145208,3,2022-07-03 14:27:12.014508,False
330dd89428e45a6b25b89992d4eefefb,60f25dc58db4f69d4ef8b5d5bfec4803,67.53824849565986,1,2022-08-07 12:08:41.031656,False
4790018e28488816bdddb813b6f31698,7cbf48565a1cb6452e5f0c6d8cccbbf1,30.458161552149676,3,2022-08-20 04:24:26.288525,False
ffb28bea3aeb25363ea241924dafb8c6,8142c9d35399922da62e61fae079f8b1,28.15443007238603,4,2022-08-21 13:16:42.911431,False
fbd9ab182eaae05d77674429d0c3be21,d184e7eab6d1a80db8d92a86b7b12c6b,24.406274746268597,3,2022-06-11 09:25:24.963538,False
2e15234b490e0447f093c2c3a966f96d,daa68692c6c979bcd138af318e711a81,15.54136116676352,1,2022-06-16 04:09:37.571235,False
3e4ac3dfb0a7c4018f0ad5c75120dadd,a2f543bd93851c4a88cba4aeb16a31af,24.20293595824475,4,2022-06-10 04:07:31.393269,False
2ec316092fa6d6a14a0fa85d9e682245,ddb080b0e2f6075919f8074983a96cce,95.10090113791817,1,2022-07-05 05:26:40.523839,False
a30449cdda692c5f42619724fcf613c4,c61e24014d22021371a2e5ba27bd8960,50.45638641946746,4,2022-08-10 05:37:03.815589,False
4710d4d8c7b8b441e5fe79d876655db5,79453bd7ecfab9aa38d3bb749e499399,54.501086645770734,3,2022-06-15 13:00:32.802238,False
64e413184f93a96c5fc1c821c9c89312,62e64fe73b0e20c25ef6940f7b0a35c7,65.72257319875435,4,2022-08-12 00:58:45.450951,False
0a12d213479f913796dcf0e989049831,017552fc463727b9803f1c2f593b393b,64.48182246050222,1,2022-08-27 16:48:28.523026,False
d3c04e582048558b397ea7b1c5d44b4d,4e2d3be810a6a2d1dcf5c531bd7e4dad,79.42131986495752,5,2022-06-10 17:26:53.562279,False
e6bd4c88c330b58e91e3cdf9b7f997ce,e9792d0467706095924b813ce7f04094,42.083127853790366,4,2022-07-28 05:35:54.110266,False
7f408c7721650518e8a94be19b667ce6,90680a40d110713f7458267942aff00a,22.804480706204608,1,2022-08-23 17:34:05.733639,False
fe8e8556820106eb57174297c43cf541,260efabd7df0dfcbaa0d0244fe2ab9ac,33.59906382624942,2,2022-06-15 10:38:17.814329,False
ddc3b7e5aa26cbc881a1e09787e96211,80fb659d828ee64abfbc39ee66696bb5,32.6599944722914,2,2022-08-31 23:35:12.917407,False
8542c0feaeed76890b2d682ec3f6f881,483865160b529d82442671f55f00a3f7,65.17076329197477,1,2022-06-24 02:29:45.075970,False
2b07ffdb49dcea5f11569486c68fd050,17de0cd2f7b9eb97c39ba5a372613d1c,18.453422288676713,2,2022-08-21 12:59:21.289120,False
761075320b80fc6c1440ffa8723b193d,243b2d5f00d1b282249daaa6084ef039,83.7866569636676,4,2022-08-11 15:57:10.310414,False
