session_id,user_id,cart_size_eur,num_items,payment_page_accessed_at,expanded_payment_methods
39f348d22b94e3a0086a8952223ff799,76e7ed22805a8ebf36e4f1013b80c729,36.98074223315491,4,2021-07-20 20:02:22.220829,False
28a2a76d7ed369f7e017a4962c21aa29,bf9e0d6bd49378847eba7f6cef6f6a4b,89.54301343486365,3,2021-11-09 22:54:36.566500,False
5285ad886d966fdf7f7a248429307251,f40b523efaa08918f39690862d7b937d,36.722684804166484,5,2021-08-11 09:07:04.540924,False
27ba3b95462ea3b964363f76baa923cf,c3167ac403d35ab5f5b2d99b793c728f,36.796392972269885,5,2022-01-21 11:26:08.234406,False
6f0ab312ab96c0f0545ad1b6c6094e93,06b56efd7c13384955bd5e6552872a6d,64.61261911815663,3,2021-08-13 09:22:27.817020,False
292d97cd9a0b15b145413b5b53ac9c44,19caf04ef4c8e7870a4cca92c2427f0f,43.42099223166422,2,2021-08-17 06:59:41.473618,False
c8b781f7033d935886a44639241dede3,e2bb0be596b07a7248e5ec7b8b37faba,13.34731408927219,4,2022-05-05 10:39:29.082860,False
785c791020be5654d5c8c3a3b8f806ad,66cdeae811d819b28ab1fdb5c89d0151,77.1222739390652,2,2021-09-18 01:59:33.321356,False
bb4f6d2d64255e8925581c7ed9e81a26,fbaf9c24f6c8714c9e07fea6c788ac96,28.211675221282814,1,2022-04-29 01:38:38.895916,False
777dbf73c1f85c6843a21f8eb39326da,f42d713a02ba17e5b48c2999e04d4a89,48.25114447045847,1,2021-08-13 16:48:43.077335,False
871540ec13c9119831f51cf6ef199e44,e4e225cc5e0dd7522d9159c1f200a750,63.74074889058945,3,2021-10-03 20:42:44.582398,False
e43f6669c08597945ae567dba842476d,0dab52fd1b29a4b9c5da55ac410f85a5,25.10098795017199,1,2021-10-19 13:53:34.298310,False
2d8b0fdb07899260a0dbe657c3217f26,94acad3aa6c437e7db0a3ba552e6ef6e,62.70699415251103,3,2022-05-22 09:33:42.161267,False
37eaaa61c9bb2282804ce96f3ccc37a5,bd1760e90623858066ffc5a2f95839f8,34.312994054750064,1,2021-11-08 12:34:44.549013,True
fb6a1080372693b27164b1b5db89d281,9d19b9884d2d88946bc5c00054c5b927,42.44255306447397,2,2021-07-22 02:16:00.500203,False
afe2834037d504e3c3f44c7ec680da5e,a7e30662b20a1e24a02bcaad84de3bfc,20.66428821747777,5,2021-09-22 00:20:21.843587,False
d057d9d0427e10ea20f09f5eabf18ffe,7c6d06d420c9f4325734517a6768a8a8,46.664965061973625,1,2022-02-07 14:40:15.517381,False
f6204bfd9613e59c411bed5ed6d356e7,15c13e4121e510af67b4bcc0dc47c97e,59.964865497639195,4,2022-05-16 14:38:55.580448,False
2e9dd5a798485f7857a45a2c68f7422d,43fa297b6def1a6f7f9ee7c32cdd1981,37.971905079844596,5,2021-09-21 23:08:26.313197,False
71a797d750a72666753879171a0c3a14,6180e36077c9b5d9dc82cab21470178b,17.645101714435405,3,2021-08-20 18:24:40.501585,False
9784c39f84b08bb83fb69d8b2a051f52,518640b8a8708e358017b8d0bf3faeb9,91.80381346783832,1,2021-07-30 18:10:37.507646,False
72b3817864b6901595681d43d13fdde9,16d0a5f3e8b2c47a2e5bd445adfc6f71,33.940240135571614,3,2021-12-04 00:32:47.113978,False
